2025-01-07,14,18,07,0,None,E04,C1B,3.189769100000E4,None,None
2025-01-07,14,18,07,0,None,E13,C1B,3.189142900000E4,None,None
2025-01-07,14,18,07,0,None,E21,C1B,3.189442700000E4,None,None
2025-01-07,14,18,07,0,None,E27,C1B,3.189411900000E4,None,None
2025-01-07,14,18,08,0,None,E04,C1B,3.198201000000E4,None,None
2025-01-07,14,18,08,0,None,E13,C1B,3.198361200000E4,None,None
2025-01-07,14,18,08,0,None,E21,C1B,3.198499300000E4,None,None
2025-01-07,14,18,08,0,None,E27,C1B,3.198259200000E4,None,None
2025-01-07,14,18,09,0,None,E04,C1B,3.207301100000E4,None,None
2025-01-07,14,18,09,0,None,E13,C1B,3.207072100000E4,None,None
2025-01-07,14,18,09,0,None,E21,C1B,3.207081100000E4,None,None
2025-01-07,14,18,09,0,None,E27,C1B,3.207194700000E4,None,None
2025-01-07,14,18,10,0,None,E04,C1B,3.216196800000E4,None,None
2025-01-07,14,18,10,0,None,E13,C1B,3.216232000000E4,None,None
2025-01-07,14,18,10,0,None,E21,C1B,3.215915900000E4,None,None
2025-01-07,14,18,10,0,None,E27,C1B,3.216090700000E4,None,None
2025-01-07,14,18,11,0,None,E04,C1B,3.224513600000E4,None,None
2025-01-07,14,18,11,0,None,E13,C1B,3.224782800000E4,None,None
2025-01-07,14,18,11,0,None,E21,C1B,3.224933300000E4,None,None
2025-01-07,14,18,11,0,None,E27,C1B,3.224759400000E4,None,None
2025-01-07,14,18,12,0,None,E04,C1B,3.233693800000E4,None,None
2025-01-07,14,18,12,0,None,E13,C1B,3.233712000000E4,None,None
2025-01-07,14,18,12,0,None,E21,C1B,3.234044000000E4,None,None
2025-01-07,14,18,12,0,None,E27,C1B,3.233668900000E4,None,None
2025-01-07,14,18,13,0,None,E04,C1B,3.242438600000E4,None,None
2025-01-07,14,18,13,0,None,E13,C1B,3.242698800000E4,None,None
2025-01-07,14,18,13,0,None,E21,C1B,3.242690400000E4,None,None
2025-01-07,14,18,13,0,None,E27,C1B,3.242513400000E4,None,None
2025-01-07,14,18,14,0,None,E04,C1B,3.251477900000E4,None,None
2025-01-07,14,18,14,0,None,E13,C1B,3.251659600000E4,None,None
2025-01-07,14,18,14,0,None,E21,C1B,3.251343900000E4,None,None
2025-01-07,14,18,14,0,None,E27,C1B,3.251051400000E4,None,None
2025-01-07,14,18,15,0,None,E04,C1B,3.260370400000E4,None,None
2025-01-07,14,18,15,0,None,E13,C1B,3.260589200000E4,None,None
2025-01-07,14,18,15,0,None,E21,C1B,3.260238600000E4,None,None
2025-01-07,14,18,15,0,None,E27,C1B,3.260569300000E4,None,None
2025-01-07,14,18,16,0,None,E04,C1B,3.269177900000E4,None,None
2025-01-07,14,18,16,0,None,E13,C1B,3.269243900000E4,None,None
2025-01-07,14,18,16,0,None,E21,C1B,3.269184200000E4,None,None
2025-01-07,14,18,16,0,None,E27,C1B,3.269265700000E4,None,None
2025-01-07,14,18,17,0,None,E04,C1B,3.277725400000E4,None,None
2025-01-07,14,18,17,0,None,E13,C1B,3.278175600000E4,None,None
2025-01-07,14,18,17,0,None,E21,C1B,3.278093200000E4,None,None
2025-01-07,14,18,17,0,None,E27,C1B,3.277995600000E4,None,None
2025-01-07,14,18,18,0,None,E04,C1B,3.287148400000E4,None,None
2025-01-07,14,18,18,0,None,E13,C1B,3.286840500000E4,None,None
2025-01-07,14,18,18,0,None,E21,C1B,3.287116400000E4,None,None
2025-01-07,14,18,18,0,None,E27,C1B,3.286485000000E4,None,None
2025-01-07,14,18,19,0,None,E04,C1B,3.295815700000E4,None,None
2025-01-07,14,18,19,0,None,E13,C1B,3.295703700000E4,None,None
2025-01-07,14,18,19,0,None,E21,C1B,3.295853000000E4,None,None
2025-01-07,14,18,19,0,None,E27,C1B,3.295644300000E4,None,None
2025-01-07,14,18,20,0,None,E04,C1B,3.304711500000E4,None,None
2025-01-07,14,18,20,0,None,E13,C1B,3.304761000000E4,None,None
2025-01-07,14,18,20,0,None,E21,C1B,3.304517200000E4,None,None
2025-01-07,14,18,20,0,None,E27,C1B,3.304689200000E4,None,None
2025-01-07,14,18,21,0,None,E04,C1B,3.313595500000E4,None,None
2025-01-07,14,18,21,0,None,E13,C1B,3.313704700000E4,None,None
2025-01-07,14,18,21,0,None,E21,C1B,3.313477200000E4,None,None
2025-01-07,14,18,21,0,None,E27,C1B,3.312871900000E4,None,None
2025-01-07,14,18,22,0,None,E04,C1B,3.322453300000E4,None,None
2025-01-07,14,18,22,0,None,E13,C1B,3.322244000000E4,None,None
2025-01-07,14,18,22,0,None,E21,C1B,3.322514200000E4,None,None
2025-01-07,14,18,22,0,None,E27,C1B,3.322048400000E4,None,None
2025-01-07,14,18,23,0,None,E04,C1B,3.331345400000E4,None,None
2025-01-07,14,18,23,0,None,E13,C1B,3.331370000000E4,None,None
2025-01-07,14,18,23,0,None,E21,C1B,3.331184800000E4,None,None
2025-01-07,14,18,23,0,None,E27,C1B,3.331251900000E4,None,None
2025-01-07,14,18,24,0,None,E04,C1B,3.340325000000E4,None,None
2025-01-07,14,18,24,0,None,E13,C1B,3.340090800000E4,None,None
2025-01-07,14,18,24,0,None,E21,C1B,3.340106200000E4,None,None
2025-01-07,14,18,24,0,None,E27,C1B,3.339650800000E4,None,None
2025-01-07,14,18,25,0,None,E04,C1B,3.349023200000E4,None,None
2025-01-07,14,18,25,0,None,E13,C1B,3.348971600000E4,None,None
2025-01-07,14,18,25,0,None,E21,C1B,3.349191300000E4,None,None
